"Время, сек","Rz_L, Н","Rz_R, Н","Rx, Н"
0.63997501135,21919.300781,20649.900391,650.0
0.64997500181,21921.0,20649.099609,650.0
0.65997701883,21929.400391,20645.0,650.0
0.66997498274,21929.900391,20641.900391,650.0
0.67997401953,21929.0,20632.0,650.0
0.68997502327,21929.699219,20636.099609,650.0
0.69997602701,21933.0,20625.699219,650.0
0.70997601748,21935.0,20636.699219,650.0
0.71997702122,21917.699219,20619.400391,650.0
0.7299759984,21923.400391,20625.0,650.0
0.73997598886,21919.900391,20633.5,650.0
0.74997699261,21926.199219,20621.699219,650.0
0.75997698307,21942.400391,20630.199219,650.0
0.76997798681,21921.800781,20614.800781,650.0
0.77997899055,21915.099609,20626.199219,650.0
0.7899799943,21911.5,20620.300781,650.0
0.79998099804,21921.800781,20634.199219,650.0
0.80998200178,21921.099609,20630.599609,650.0
0.81998097897,21917.400391,20623.900391,650.0
0.82998198271,21917.400391,20638.099609,650.0
0.83998298645,21907.599609,20635.900391,650.0
0.84998399019,21907.900391,20639.400391,650.0
0.85998499393,21895.800781,20643.800781,650.0
0.8699849844,21901.300781,20653.400391,650.0
0.87998598814,21897.300781,20654.699219,650.0
0.88998699188,21902.900391,20649.0,650.0
0.8999890089,21890.699219,20665.400391,650.0
0.90998399258,21864.099609,20660.400391,650.0
0.91998499632,21883.800781,20673.800781,650.0
0.92998600006,21889.099609,20669.400391,650.0
0.9399870038,21867.599609,20680.699219,650.0
0.94998699427,21880.599609,20693.599609,650.0
0.95998799801,21863.300781,20698.800781,650.0
0.96998697519,21850.0,20710.900391,650.0
0.97998797894,21862.0,20717.099609,650.0
0.98998999596,21845.199219,20714.199219,650.0
0.9999909997,21851.800781,20736.300781,650.0
1.0099899769,20717.599609,18771.599609,650.0
1.0199799538,23908.0,22735.900391,650.0
1.0299799442,18203.0,22705.099609,650.0
1.0399800539,18270.900391,22587.400391,650.0
1.0499800444,21977.699219,21527.599609,650.0
1.0599800348,24813.900391,20760.0,650.0
1.0699800253,24354.900391,20562.400391,650.0
1.0799800158,21922.400391,21080.099609,650.0
1.0899800062,19911.800781,21325.800781,650.0
1.0999799967,19890.199219,21153.599609,650.0
1.1099799871,21249.0,20623.800781,650.0
1.119969964,22561.5,20133.099609,650.0
1.1299799681,22798.900391,20049.400391,650.0
1.1399799585,22086.099609,20366.599609,650.0
1.1499700546,21137.699219,20876.199219,650.0
1.1599700451,20618.300781,21298.199219,650.0
1.1699999571,20861.0,21441.900391,650.0
1.179970026,21302.400391,21448.800781,650.0
1.1899700165,21881.599609,21322.0,650.0
1.2000000477,22015.599609,21307.0,650.0
1.2100000381,21957.400391,21437.199219,650.0
1.2200000286,21715.900391,21579.400391,650.0
1.2299900055,21420.800781,21711.5,650.0
1.239989996,21259.199219,21662.900391,650.0
1.2499899864,21226.699219,21504.300781,650.0
1.2599899769,21280.0,21346.0,650.0
1.2699899673,21302.800781,21265.900391,650.0
1.2799899578,21274.099609,21297.099609,650.0
1.2899899483,21205.0,21462.099609,650.0
1.2999900579,21145.800781,21635.5,650.0
1.3099900484,21115.900391,21749.400391,650.0
1.3199900389,21144.0,21775.900391,650.0
1.3299900293,21184.800781,21727.5,650.0
1.3399900198,21214.0,21649.699219,650.0
1.3499900103,21199.099609,21648.599609,650.0
1.3599900007,21143.400391,21726.400391,650.0
1.3699899912,21090.099609,21804.199219,650.0
1.3799899817,21048.400391,21947.5,650.0
1.3899899721,21020.5,21824.800781,650.0
1.3999899626,21007.900391,21726.599609,650.0
1.409989953,20968.900391,21868.099609,650.0
1.4199899435,20928.900391,21937.300781,650.0
1.4299900532,20898.5,21926.300781,650.0
1.4399900436,20895.400391,21913.0,650.0
1.4500000477,20856.699219,21849.099609,650.0
1.459980011,20839.199219,21969.599609,650.0
1.4699800014,20805.300781,22026.199219,650.0
1.4799799919,20792.5,21941.699219,650.0
1.4899799824,20766.0,21939.199219,650.0
1.4999799728,20737.0,22021.599609,650.0
1.5099799633,20717.099609,21939.800781,650.0
1.5199799538,20700.199219,21983.300781,650.0
1.5299799442,20668.900391,22063.0,650.0
1.5399800539,20644.599609,22015.599609,650.0
1.5499800444,20623.5,22002.5,650.0
1.5599800348,20608.300781,22041.699219,650.0
1.5699800253,20581.900391,22002.099609,650.0
1.5799900293,20561.099609,22070.300781,650.0
1.5899900198,20546.599609,22036.800781,650.0
1.5999799967,20546.400391,22092.099609,650.0
1.6099799871,20516.300781,21972.699219,650.0
1.6199799776,20505.099609,22002.199219,650.0
1.6299799681,20482.900391,22091.0,650.0
1.6399799585,20435.199219,22093.199219,650.0
1.649979949,20446.0,22118.400391,650.0
1.6599800587,20425.599609,21979.400391,650.0
1.6699800491,20417.199219,22040.599609,650.0
1.6799800396,20396.300781,22146.199219,650.0
1.6899800301,20376.699219,22013.699219,650.0
1.6999800205,20367.300781,22114.300781,650.0
1.709980011,20350.900391,22110.099609,650.0
1.7199800014,20350.699219,22161.800781,650.0
1.7300000191,20353.400391,21888.300781,650.0
1.7400000095,20303.0,22107.800781,650.0
1.75,20277.900391,22363.099609,650.0
1.7599999905,20299.599609,22067.199219,650.0
1.7699899673,20326.400391,21932.599609,650.0
1.7799899578,20253.0,22082.699219,650.0
1.7899899483,20238.0,22366.900391,650.0
1.7999700308,20267.900391,22100.599609,650.0
1.8099999428,20263.199219,21988.099609,650.0
1.8200000525,20242.300781,22197.300781,650.0
1.8300000429,20201.199219,22204.900391,650.0
1.8400000334,20224.5,22279.5,650.0
1.8500000238,20236.199219,22002.800781,650.0
1.8599900007,20192.0,22097.300781,650.0
1.8699899912,20199.0,22400.0,650.0
1.8799899817,20205.800781,22164.5,650.0
1.8899899721,20201.400391,22052.5,650.0
1.8999899626,20203.900391,22317.400391,650.0
1.909989953,20178.0,22201.400391,650.0
1.9199800491,20202.599609,22237.400391,650.0
1.9299800396,20214.900391,22161.199219,650.0
1.9399900436,20163.0,22199.400391,650.0
1.9499900341,20179.199219,22479.800781,650.0
1.9599900246,20194.900391,22035.599609,650.0
1.969990015,20208.099609,22200.099609,650.0
1.9799799919,20153.699219,22361.099609,650.0
1.9899799824,20197.5,22391.699219,650.0
1.9999899864,20222.5,21967.300781,650.0
2.0099899769,20205.400391,22253.5,650.0
2.0199899673,20156.5,22468.699219,650.0
2.0299899578,20218.199219,22391.900391,650.0
2.0399899483,20239.0,21870.599609,650.0
2.0499899387,20200.5,22411.699219,650.0
2.0599899292,20188.099609,22448.800781,650.0
2.0699899197,20244.199219,22123.199219,650.0
2.0799899101,20243.300781,22149.699219,650.0
2.0899899006,20216.599609,22463.699219,650.0
2.0999898911,20251.0,22291.199219,650.0
2.1099801064,20272.0,22124.800781,650.0
2.1199901104,20278.0,22281.0,650.0
2.1299901009,20258.0,22319.699219,650.0
2.1399900913,20270.5,22303.099609,650.0
2.1499900818,20279.599609,22284.800781,650.0
2.1599900723,20310.199219,22276.5,650.0
2.1699900627,20325.900391,22216.199219,650.0
2.1799900532,20327.800781,22249.199219,650.0
2.1899900436,20341.400391,22217.199219,650.0
2.1999900341,20347.300781,22282.0,650.0
2.2099900246,20350.800781,22234.300781,650.0
2.219990015,20369.0,22258.0,650.0
2.2299900055,20389.5,22244.400391,650.0
2.239989996,20405.099609,22232.599609,650.0
2.2499899864,20424.699219,22201.099609,650.0
2.2599899769,20438.599609,22187.599609,650.0
2.2699899673,20458.300781,22199.699219,650.0
2.2799899578,20474.099609,22168.800781,650.0
2.2899899483,20482.900391,22156.699219,650.0
2.2999899387,20501.400391,22154.0,650.0
2.3099899292,20513.800781,22142.800781,650.0
2.3199899197,20524.599609,22116.5,650.0
2.3299999237,20545.0,22095.400391,650.0
2.3399899006,20556.800781,22080.800781,650.0
2.3499898911,20579.800781,22091.5,650.0
2.3599898815,20601.099609,22094.5,650.0
2.3699901104,20611.199219,22073.599609,650.0
2.3799901009,20641.699219,22036.400391,650.0
2.3899900913,20651.400391,21990.699219,650.0
2.3999900818,20673.900391,21980.900391,650.0
2.4099900723,20701.5,21953.900391,650.0
2.4199900627,20717.400391,21932.5,650.0
2.4299900532,20736.0,21924.5,650.0
2.4399900436,20756.900391,21897.0,650.0
2.4499900341,20775.0,21877.599609,650.0
2.4599900246,20797.099609,21873.5,650.0
2.469990015,20823.400391,21841.0,650.0
2.4799900055,20849.5,21811.5,650.0
2.489989996,20876.099609,21808.599609,650.0
2.4999899864,20886.900391,21773.0,650.0
2.5099899769,20914.099609,21731.599609,650.0
2.5199899673,20941.099609,21711.5,650.0
2.5299899578,20968.800781,21706.099609,650.0
2.5399899483,20997.0,21680.0,650.0
2.5499899387,21025.199219,21676.199219,650.0
2.5599899292,21047.0,21654.800781,650.0
2.5699899197,21087.5,21564.400391,650.0
2.5799899101,21123.5,21628.300781,650.0
2.5899899006,21135.0,21545.400391,650.0
2.5999898911,21180.300781,21543.5,650.0
2.6099898815,21220.5,21534.099609,650.0
2.6199901104,21238.300781,21474.5,650.0
2.6299901009,21274.300781,21491.0,650.0
2.6399900913,21330.599609,21450.300781,650.0
2.6499900818,21337.800781,21388.099609,650.0
2.6599900723,21400.400391,21397.599609,650.0
2.6699900627,21413.0,21383.0,650.0
2.6799900532,21454.199219,21380.900391,650.0
2.6899900436,21487.099609,21335.5,650.0
2.6999900341,21535.099609,21303.400391,650.0
2.709980011,21593.5,21276.400391,650.0
2.7199800014,21630.5,21263.599609,650.0
2.7299799919,21653.099609,21255.400391,650.0
2.7399799824,21709.199219,21249.699219,650.0
2.7499799728,21734.199219,21207.300781,650.0
2.7599699497,21787.699219,21196.300781,650.0
2.7699899673,21823.0,21162.400391,650.0
2.7799899578,21846.5,21150.400391,650.0
2.7899899483,21873.800781,21121.400391,650.0
2.7999899387,21881.699219,21101.099609,650.0
2.8099799156,21939.0,21086.199219,650.0
2.8199799061,21954.0,21063.400391,650.0
2.8299798965,21960.199219,21040.599609,650.0
2.8399701118,21966.699219,21026.900391,650.0
2.8499701023,21968.900391,21009.0,650.0
2.8599700928,21953.800781,20955.400391,650.0
2.8699901104,22018.599609,20975.699219,650.0
2.8799901009,21956.5,20927.0,650.0
2.8899900913,22012.5,20934.400391,650.0
2.8999800682,21850.099609,20935.199219,650.0
2.9099700451,21937.599609,20840.800781,650.0
2.9199700356,21961.900391,20878.900391,650.0
2.9299900532,21946.699219,20823.599609,650.0
2.9399700165,21679.0,20876.5,650.0
2.9500000477,21880.400391,20773.699219,650.0
2.9599699974,22188.0,20707.300781,650.0
2.9699800014,22073.300781,20698.199219,650.0
2.9799699783,21833.900391,20773.900391,650.0
2.989989996,21625.199219,20774.800781,650.0
2.9999899864,21619.900391,20770.199219,650.0
3.0099899769,21896.199219,20670.300781,650.0
3.0199899673,22013.900391,20614.400391,650.0
3.0299899578,21985.699219,20630.599609,650.0
3.0399899483,21666.0,20672.800781,650.0
3.0499799252,21599.800781,20675.900391,650.0
3.0599799156,21832.0,20620.0,650.0
3.0699799061,21808.199219,20578.900391,650.0
3.0799798965,21874.0,20569.099609,650.0
3.089979887,21835.599609,20550.400391,650.0
3.0999801159,21726.0,20563.0,650.0
3.1099801064,21719.800781,20601.400391,650.0
3.1199800968,21823.400391,20550.400391,650.0
3.1299800873,21840.0,20488.699219,650.0
3.1399800777,21918.800781,20477.199219,650.0
3.1499800682,21708.099609,20551.5,650.0
3.1599700451,21730.199219,20531.199219,650.0
3.1699700356,22066.5,20409.900391,650.0
3.179970026,21958.300781,20452.300781,650.0
3.1899700165,21725.900391,20491.199219,650.0
3.1999700069,21763.199219,20492.900391,650.0
3.2099699974,21954.599609,20430.5,650.0
3.2199699879,22088.5,20385.599609,650.0
3.2299699783,21938.900391,20426.400391,650.0
3.2399699688,21808.599609,20473.0,650.0
3.2499699593,21957.300781,20426.5,650.0
3.2599699497,22102.5,20370.099609,650.0
3.2699799538,22113.300781,20393.199219,650.0
3.2799699306,21918.0,20418.300781,650.0
3.2899699211,21966.599609,20431.199219,650.0
3.2999799252,22128.0,20391.400391,650.0
3.3099799156,22202.099609,20343.199219,650.0
3.3199799061,22066.699219,20383.400391,650.0
3.3299798965,22019.400391,20433.699219,650.0
3.339979887,22124.400391,20361.900391,650.0
3.3499801159,22240.5,20366.0,650.0
3.3599801064,22169.0,20392.5,650.0
3.3699800968,22056.800781,20355.900391,650.0
3.3799800873,22146.099609,20404.199219,650.0
3.3899800777,22245.099609,20404.400391,650.0
3.3999800682,22222.099609,20338.5,650.0
3.4099800587,22102.0,20382.400391,650.0
3.4199800491,22116.599609,20397.099609,650.0
3.4299800396,22214.800781,20379.900391,650.0
3.4399800301,22234.900391,20372.900391,650.0
3.4499800205,22172.599609,20410.900391,650.0
3.459980011,22085.699219,20368.0,650.0
3.4699800014,22129.800781,20386.599609,650.0
3.4799799919,22237.900391,20423.5,650.0
3.4899799824,22204.800781,20387.5,650.0
3.4999799728,22104.900391,20410.599609,650.0
3.5099799633,22078.099609,20417.099609,650.0
3.5199799538,22147.800781,20408.699219,650.0
3.5299799442,22192.0,20434.5,650.0
3.5399699211,22146.900391,20431.0,650.0
3.5499699116,22094.199219,20420.900391,650.0
3.559969902,22107.900391,20446.800781,650.0
3.5699698925,22124.800781,20449.900391,650.0
3.579969883,22133.599609,20468.300781,650.0
3.589979887,22107.699219,20480.800781,650.0
3.5999701023,22091.300781,20492.199219,650.0
3.6099700928,22085.800781,20486.199219,650.0
3.6199901104,22104.900391,20501.0,650.0
3.6299901009,22111.0,20526.800781,650.0
3.6399900913,22091.099609,20526.5,650.0
3.6499900818,22075.300781,20540.699219,650.0
3.6599900723,22076.0,20562.5,650.0
3.6699900627,22077.199219,20566.199219,650.0
3.6799900532,22065.400391,20581.0,650.0
3.6899900436,22047.0,20592.300781,650.0
3.6999900341,22074.800781,20619.5,650.0
3.7099900246,22042.699219,20630.300781,650.0
3.719990015,22040.300781,20639.400391,650.0
3.7299900055,22024.599609,20652.099609,650.0
3.739989996,22002.400391,20665.400391,650.0
3.7499899864,21999.800781,20683.300781,650.0
3.7599899769,22002.199219,20709.5,650.0
3.7699899673,21968.800781,20724.199219,650.0
3.7799899578,21977.699219,20744.199219,650.0
3.7899899483,21929.800781,20747.400391,650.0
3.7999899387,21923.599609,20769.300781,650.0
3.8099799156,21905.300781,20784.800781,650.0
3.8199799061,21877.599609,20787.300781,650.0
3.8299798965,21861.099609,20816.599609,650.0
3.839979887,21855.400391,20833.699219,650.0
3.8499801159,21847.199219,20855.900391,650.0
3.8599801064,21829.0,20868.400391,650.0
3.8699800968,21804.400391,20888.900391,650.0
3.8799800873,21781.400391,20907.599609,650.0
3.8899800777,21759.099609,20917.0,650.0
3.8999800682,21740.199219,20945.699219,650.0
3.9099800587,21707.699219,20951.599609,650.0
3.9199700356,21686.599609,20974.199219,650.0
3.9299800396,21658.199219,20983.800781,650.0
3.9399700165,21651.400391,21017.199219,650.0
3.9499700069,21617.400391,21026.599609,650.0
3.9599699974,21602.800781,21057.0,650.0
3.9700000286,21588.099609,21075.199219,650.0
3.9800000191,21570.099609,21105.199219,650.0
3.9900000095,21538.699219,21119.099609,650.0
3.9999899864,21524.599609,21139.0,650.0
4.0099902153,21492.199219,21155.599609,650.0
4.0199899673,21471.099609,21179.599609,650.0
4.0299901962,21461.300781,21201.199219,650.0
4.0399899483,21432.199219,21224.699219,650.0
4.0499901772,21415.400391,21255.699219,650.0
4.0599999428,21399.599609,21280.0,650.0
4.0699901581,21365.900391,21290.699219,650.0
4.0799999237,21360.300781,21344.800781,650.0
4.0900001526,21330.099609,21346.0,650.0
4.0999898911,21312.800781,21380.599609,650.0
4.1099901199,21294.699219,21413.099609,650.0
4.119989872,21277.900391,21432.099609,650.0
4.1299901009,21254.400391,21475.400391,650.0
4.1399898529,21227.699219,21489.699219,650.0
4.1499700546,21216.199219,21524.400391,650.0
4.1599998474,21200.300781,21578.800781,650.0
4.1700000763,21185.400391,21589.900391,650.0
4.1799998283,21162.699219,21619.199219,650.0
4.1900000572,21135.800781,21652.0,650.0
4.1999998093,21098.300781,21698.900391,650.0
4.2100000381,21092.400391,21702.5,650.0
4.2199997902,21086.400391,21720.800781,650.0
4.2300000191,21068.300781,21792.900391,650.0
4.2399902344,21051.5,21838.699219,650.0
4.2499899864,21035.699219,21845.599609,650.0
4.2599902153,21019.199219,21821.300781,650.0
4.2699899673,21003.800781,21898.599609,650.0
4.2799901962,20982.900391,21933.099609,650.0
4.2899899483,20958.599609,21960.300781,650.0
4.2999801636,20943.0,21990.400391,650.0
4.3099799156,20935.900391,22010.5,650.0
4.3199801445,20941.5,22001.599609,650.0
4.3299798965,20893.099609,22006.099609,650.0
4.3400001526,20880.199219,21982.900391,650.0
4.3499898911,20870.599609,22099.800781,650.0
4.3599901199,20851.900391,22085.0,650.0
4.369989872,20851.199219,21996.400391,650.0
4.3799901009,20823.400391,22064.099609,650.0
4.3899798393,20813.800781,22068.300781,650.0
4.3999800682,20796.0,21956.599609,650.0
4.4099798203,20804.599609,22032.599609,650.0
4.4200000763,20760.900391,22063.300781,650.0
4.4299998283,20754.300781,22035.800781,650.0
4.4399900436,20756.900391,21910.199219,650.0
4.4499897957,20742.099609,21774.5,650.0
4.4599900246,20713.300781,22019.699219,650.0
4.4699897766,20687.599609,21957.400391,650.0
4.4799900055,20686.900391,21764.400391,650.0
4.4899902344,20716.0,21708.800781,650.0
4.5000100136,20698.400391,21759.800781,650.0
4.5100002289,20608.199219,21891.400391,650.0
4.5199999809,20581.099609,21995.800781,650.0
4.5300002098,20644.300781,21779.699219,650.0
4.5399999619,20729.599609,21461.0,650.0
4.5500001907,20758.300781,21162.800781,650.0
4.5599899292,20509.300781,21979.800781,650.0
4.5699901581,20463.699219,22355.699219,650.0
4.5799899101,20621.800781,21665.900391,650.0
4.589990139,20729.5,21104.599609,650.0
4.5999898911,20663.0,21356.599609,650.0
4.6099901199,20518.0,21995.5,650.0
4.6199798584,20466.5,21997.099609,650.0
4.6299800873,20534.400391,21640.599609,650.0
4.6400098801,20651.599609,21389.800781,650.0
4.6500101089,20647.800781,21468.800781,650.0
4.660009861,20547.099609,21613.5,650.0
4.6700100899,20468.0,22015.099609,650.0
4.6800098419,20505.699219,21901.5,650.0
4.6900000572,20610.900391,21380.199219,650.0
4.6999998093,20645.699219,21399.400391,650.0
4.7100000381,20520.900391,21874.699219,650.0
4.7199997902,20393.300781,22201.300781,650.0
4.7300000191,20543.300781,21786.599609,650.0
4.7399997711,20660.199219,21412.5,650.0
4.75,20593.199219,21437.5,650.0
4.7599902153,20472.5,22153.400391,650.0
4.7699899673,20428.300781,22423.900391,650.0
4.7799901962,20576.199219,21683.699219,650.0
4.7899899483,20666.400391,21369.900391,650.0
4.7999901772,20562.699219,21899.800781,650.0
4.8099899292,20453.300781,22369.5,650.0
4.8200101852,20475.0,22276.800781,650.0
4.8300199509,20603.0,21828.900391,650.0
4.8400101662,20644.800781,21639.699219,650.0
4.8500199318,20544.300781,22040.199219,650.0
4.8600101471,20470.699219,22590.099609,650.0
4.8700199127,20533.599609,22316.599609,650.0
4.880010128,20648.800781,21785.599609,650.0
4.8900098801,20644.699219,21845.0,650.0
4.9000101089,20547.099609,22299.599609,650.0
4.910009861,20511.900391,22582.5,650.0
4.9200100899,20586.699219,22239.199219,650.0
4.9300098419,20661.5,21860.0,650.0
4.9400100708,20641.800781,21983.900391,650.0
4.9500098228,20568.599609,22384.199219,650.0
4.9600100517,20546.5,22527.5,650.0
4.9700098038,20625.900391,22183.400391,650.0
4.9800100327,20690.099609,21884.5,650.0
4.9900097847,20655.699219,22003.300781,650.0
5.0000100136,20606.5,22332.5,650.0
5.0100097656,20600.5,22378.300781,650.0
5.0200099945,20650.699219,22060.900391,650.0
5.0300102234,20695.099609,21896.199219,650.0
5.0400099754,20675.400391,21966.099609,650.0
5.0500102043,20663.099609,22183.900391,650.0
5.0600099564,20648.900391,22157.5,650.0
5.0700101852,20692.400391,21993.099609,650.0
5.0799999237,20697.400391,21810.300781,650.0
5.0900001526,20696.300781,21983.300781,650.0
5.0999999046,20696.699219,22032.0,650.0
5.1100001335,20716.699219,21911.199219,650.0
5.1199998856,20726.0,21797.800781,650.0
5.1300001144,20742.0,21861.099609,650.0
5.1399998665,20744.699219,21894.099609,650.0
5.1500000954,20758.199219,21833.0,650.0
5.1599998474,20765.5,21802.099609,650.0
5.1700000763,20774.5,21785.800781,650.0
5.1799998283,20795.900391,21775.5,650.0
5.1900000572,20808.099609,21759.099609,650.0
5.1999998093,20818.099609,21719.300781,650.0
5.2100000381,20832.599609,21715.599609,650.0
5.2199997902,20853.699219,21705.400391,650.0
5.2300000191,20874.699219,21700.0,650.0
5.2399997711,20883.300781,21671.099609,650.0
5.25,20889.699219,21635.5,650.0
5.2600002289,20912.599609,21645.0,650.0
5.2699999809,20936.900391,21644.800781,650.0
5.2800002098,20949.699219,21620.199219,650.0
5.2899999619,20962.900391,21603.900391,650.0
5.3000001907,20982.0,21605.900391,650.0
5.3099999428,21014.099609,21592.5,650.0
5.3200001717,21027.5,21552.699219,650.0
5.3299999237,21042.199219,21586.699219,650.0
5.3400001526,21079.099609,21540.300781,650.0
5.3499999046,21074.099609,21539.5,650.0
5.3600001335,21114.300781,21495.699219,650.0
5.3699998856,21131.699219,21507.099609,650.0
5.3800001144,21138.699219,21514.5,650.0
5.3899998665,21181.5,21473.0,650.0
5.4000000954,21200.599609,21459.099609,650.0
5.4099998474,21203.400391,21455.0,650.0
5.4200000763,21219.599609,21438.699219,650.0
5.4299998283,21272.199219,21411.599609,650.0
5.4400100708,21300.5,21417.099609,650.0
5.4500098228,21284.599609,21402.0,650.0
5.4600100517,21307.699219,21378.900391,650.0
5.4700098038,21365.699219,21366.0,650.0
5.4800100327,21396.800781,21355.800781,650.0
5.4900097847,21395.699219,21358.699219,650.0
5.5000100136,21364.300781,21265.199219,650.0
5.5100097656,21478.199219,21378.199219,650.0
5.5200099945,21432.0,21250.0,650.0
5.5300002098,21500.300781,21309.900391,650.0
5.5399999619,21500.800781,21265.0,650.0
5.5500001907,21511.5,21213.400391,650.0
5.5600099564,21545.199219,21246.0,650.0
5.5700101852,21560.199219,21219.699219,650.0
5.5800099373,21595.5,21206.900391,650.0
5.5900101662,21604.5,21178.800781,650.0
5.6000099182,21624.199219,21169.800781,650.0
5.6100201607,21645.400391,21150.5,650.0
5.6200098991,21671.0,21132.800781,650.0
5.630010128,21693.199219,21127.099609,650.0
5.6400098801,21706.900391,21108.400391,650.0
5.6500101089,21714.5,21077.699219,650.0
5.660009861,21735.5,21066.800781,650.0
5.6700100899,21750.800781,21045.5,650.0
5.6800098419,21776.400391,21036.900391,650.0
5.690030098,21805.5,21007.599609,650.0
5.70002985,21821.800781,20994.699219,650.0
5.7100300789,21840.599609,20974.599609,650.0
5.7200398445,21849.300781,20954.0,650.0
5.7300300598,21860.099609,20932.400391,650.0
5.7400298119,21883.400391,20911.400391,650.0
5.7500300407,21884.800781,20894.699219,650.0
5.7600197792,21926.900391,20885.199219,650.0
5.7700200081,21912.099609,20865.699219,650.0
5.7800102234,21945.099609,20850.400391,650.0
5.7900099754,21955.599609,20842.900391,650.0
5.8000397682,21954.5,20825.599609,650.0
5.8100399971,21951.400391,20803.800781,650.0
5.8200302124,21962.900391,20794.800781,650.0
5.8300299644,21970.5,20772.199219,650.0
5.8400301933,21988.300781,20768.800781,650.0
5.8500199318,21983.0,20768.300781,650.0
5.8600301743,21964.5,20737.900391,650.0
5.8700199127,21973.900391,20728.5,650.0
5.8800201416,21938.199219,20729.599609,650.0
5.8900198936,21927.0,20711.800781,650.0
5.9000201225,21951.900391,20688.400391,650.0
5.910009861,21944.400391,20710.699219,650.0
5.9200100899,21913.5,20687.5,650.0
5.9300098419,21914.099609,20677.0,650.0
5.9400401115,21811.699219,20702.099609,650.0
5.9500398636,21745.699219,20653.400391,650.0
5.9600300789,22033.900391,20606.0,650.0
5.9700298309,21983.199219,20618.300781,650.0
5.9800300598,21625.5,20648.300781,650.0
5.9900298119,21715.099609,20682.0,650.0
6.0000300407,21825.699219,20646.900391,650.0
6.0100297928,21696.400391,20628.5,650.0
6.0200200081,21911.900391,20533.199219,650.0
6.030020237,21884.300781,20610.900391,650.0
6.040019989,21512.800781,20641.5,650.0
6.0500202179,21586.800781,20647.699219,650.0
6.0600199699,21811.199219,20602.699219,650.0
6.0700201988,21801.099609,20553.699219,650.0
6.0800199509,21655.599609,20608.199219,650.0
6.0900402069,21689.5,20636.5,650.0
6.100039959,21650.599609,20629.300781,650.0
6.1100401878,21696.0,20605.699219,650.0
6.1200399399,21545.699219,20631.300781,650.0
6.1300401688,21836.900391,20576.0,650.0
6.1400399208,21643.900391,20574.199219,650.0
6.1500301361,21881.099609,20566.300781,650.0
6.1600298882,21550.0,20614.699219,650.0
6.170030117,21470.699219,20662.800781,650.0
6.1800298691,21742.800781,20612.300781,650.0
6.190030098,21928.400391,20548.5,650.0
